revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
89.31,15,4,20,600,1,0,0,0,0,0,1
312.92,47.67,23.33,11,322,1,0,0,0,0,0,1
34.49,13,0.33,28,641,0,1,0,0,1,0,1
76.29,31,3.33,20,612,1,0,0,0,0,0,1
33.64,4,1,34,706,0,1,1,0,1,0,1
23.4,1,0,28,845,1,0,0,1,1,0,1
26.08,2.67,0,36,925,1,1,0,1,1,0,1
19.99,3.33,0,29,859,1,1,0,1,1,0,1
34.07,4.67,2,27,829,1,1,1,0,1,0,1
21.7,6.67,9,20,598,0,1,0,0,1,0,1
80.14,44.33,3,30,99,1,1,0,0,1,1,1
24.02,0.67,0,28,844,1,1,0,0,1,0,1
85.5,2.33,1,25,749,1,0,0,0,1,0,1
30.51,9.33,3,28,846,1,0,0,0,1,0,1
29.99,2.33,1.33,19,555,0,0,0,1,1,0,1
94.56,0,0,19,571,1,0,0,0,0,0,1
109.84,18,0,18,544,1,0,0,0,0,0,1
52.98,11,0,21,637,1,0,0,0,0,0,1
47.84,14,3.33,22,663,1,0,0,0,0,0,1
68.98,0,0,20,-2,1,1,0,0,1,1,1
30.26,10.33,0,18,540,0,0,0,0,1,0,1
376.58,211.33,41,16,460,1,0,0,0,1,0,1
94.77,15.33,15,31,650,0,1,0,1,1,0,1
32.54,22.67,6.33,19,567,0,0,0,0,1,0,1
29.99,4.33,2.67,28,845,1,1,0,1,1,0,1
72.95,27.67,7,21,636,1,1,0,0,0,0,1
55.61,15.33,2.33,22,651,1,0,0,0,0,0,1
318.13,69.33,31.67,43,672,1,0,0,0,0,0,1
79.21,9.33,0,25,752,1,1,0,0,1,0,1
96.36,5.67,0.67,18,560,1,0,0,0,0,0,1
61.52,6.67,2,21,633,1,0,0,0,0,0,1
30.18,9.33,2.33,21,57,1,1,0,0,1,1,1
38.71,5.33,0,22,662,1,0,0,0,0,0,1
35.11,5.33,0,18,534,0,1,0,1,1,0,1
58.38,3.33,0.33,48,911,1,0,0,0,0,0,1
32.98,0,0,28,833,1,0,0,0,1,0,1
35.23,9.67,0.67,30,660,0,1,1,1,1,0,1
46.94,5,0.33,27,808,1,1,0,1,1,0,1
38.9,1,0,26,805,1,1,1,1,1,0,1
75.97,23,0.33,35,145,1,0,0,0,1,1,1
28.5,4.67,1,28,840,1,1,0,0,1,0,1
29.18,4,0,17,529,0,1,0,0,1,0,1
75.98,21,5,21,625,1,0,0,0,0,0,1
32.24,0,0,37,926,1,1,0,0,1,0,1
53.6,5.33,0,21,634,1,0,0,0,0,0,1
29.99,3.67,1.67,31,678,0,1,0,1,1,0,1
50.24,3.67,0.33,26,793,1,1,0,0,1,0,1
36.96,27.33,7.67,19,564,0,0,0,1,1,0,1
40.24,12.67,0,27,813,1,0,1,1,1,0,1
28.35,16.67,6,19,568,0,0,0,0,1,0,1
34.99,23,2.33,14,395,0,0,0,0,0,0,1
33.5,5.67,0,23,676,1,0,0,0,0,0,1
55.49,18.67,1.67,26,791,1,1,0,1,1,0,1
82.94,36.67,22,23,689,1,0,0,0,0,0,1
35.19,0.67,0,29,839,1,0,0,0,1,0,1
30.83,4.33,0.67,27,825,1,0,1,0,1,0,1
35.2,4.33,2.67,23,682,1,0,0,0,0,0,1
30.24,16.67,0.33,12,373,0,0,0,0,0,0,1
35.44,21.33,9.67,19,571,0,1,0,0,1,0,1
50.24,16.67,6.33,28,831,1,1,1,1,1,0,1
38.63,4.33,0,27,814,1,1,0,1,1,0,1
30.78,23,4,22,680,1,0,0,0,0,0,1
38.2,44.67,12.67,14,422,0,0,0,0,0,0,1
33.49,10.33,0,23,675,1,0,0,0,0,0,1
35.54,6,0.33,27,818,1,1,0,1,1,0,1
54.32,79.33,16,19,569,0,1,0,1,1,0,1
20.17,0,0,28,844,1,0,0,0,1,0,1
41.53,11.33,1.33,26,804,1,1,0,0,1,0,1
30.15,0,0,28,833,1,1,0,1,1,0,1
66.16,6.33,0,26,773,1,1,0,1,1,0,1
29.99,0,0,22,668,1,0,0,0,0,0,1
31.79,2.33,0,22,666,1,0,0,0,0,0,1
50.83,20.33,5.33,21,651,1,0,0,0,0,0,1
51.69,30.67,0.33,22,645,1,0,0,0,0,0,1
41.99,26.33,4,29,842,1,1,1,0,1,0,1
56.42,7.67,0,20,618,1,0,0,1,0,0,1
339.25,85.67,23.67,9,268,1,0,0,1,0,0,1
29.08,3.67,0.67,13,384,0,0,0,0,0,0,1
59.99,13.33,3.67,26,790,1,1,0,1,1,0,1
30.59,6,1,19,548,0,1,0,0,1,0,1
29.1,7,0,28,833,1,0,0,0,1,0,1
50.77,7,0.33,21,635,1,0,0,0,0,0,1
34.48,1.33,0,39,941,1,0,0,1,1,0,1
55.81,1.33,0,26,783,1,1,1,1,1,0,1
50.25,12,0,26,789,1,1,0,0,1,0,1
41.39,9,0,17,512,0,0,0,0,1,0,1
88.94,42.67,1,24,729,1,1,0,1,1,0,1
62.63,19.33,2,25,771,1,1,0,0,1,0,1
110.81,4,0.67,18,539,1,0,0,0,0,0,1
57.12,13.67,1,25,671,1,0,0,0,0,0,1
69.74,4.33,0,19,592,1,1,0,0,0,0,1
35.31,10.67,1.67,23,676,1,0,0,0,0,0,1
41.67,35.67,5.67,12,374,0,0,0,0,0,0,1
159.56,71.33,36.67,20,616,1,0,0,0,0,0,1
30,5.33,1,25,610,0,1,0,1,1,0,1
30.73,0.67,0,27,820,1,0,0,0,1,0,1
104.98,15,0.67,29,48,1,0,0,0,1,1,1
19.99,0,0,18,545,0,1,0,1,1,0,1
77.05,9,0,20,594,1,0,0,0,0,0,1
35.16,36.67,2,24,76,1,0,0,0,1,1,1
34.15,2,0,27,816,1,0,0,0,1,0,1
58.17,18.67,4,27,802,1,1,0,1,1,0,1
102.18,129.33,25.33,29,23,1,0,0,0,0,1,1
30.27,25.33,8.33,18,559,0,1,0,0,1,0,1
52.84,15,8,17,523,0,1,0,0,1,0,1
9.15,0,0,13,402,0,0,0,0,0,0,1
138.35,15.67,2,17,502,1,0,0,0,0,0,1
37.29,13.67,0.67,23,670,1,0,0,0,0,0,1
29.99,1.33,0,27,820,1,1,0,0,1,0,1
14.42,10,4,41,801,0,1,0,1,1,0,1
30.61,1,0,23,675,1,1,0,0,0,0,1
95.25,14.33,12,20,610,1,0,0,0,0,0,1
35.3,0.67,0,27,814,1,1,0,1,1,0,1
23.79,0,0,18,540,0,0,0,0,1,0,1
16.99,0,0,24,700,1,0,0,0,0,0,1
13.52,1.33,0,22,683,1,0,0,0,0,0,1
29.99,5.67,0,22,665,1,0,0,0,0,0,1
49.84,6,0,21,633,1,0,0,0,0,0,1
5,0,0,20,581,0,0,0,0,1,0,1
31.33,2,0.67,27,820,1,0,0,0,1,0,1
31.25,4,0,21,653,1,0,0,0,0,0,1
59.67,21.33,14.33,22,676,1,1,0,1,0,0,1
21.98,0,0,27,828,1,0,0,0,1,0,1
247.71,43,2.67,21,528,1,1,0,0,1,0,1
18.5,6.33,1,28,845,1,0,0,0,1,0,1
55.51,25,24.67,29,887,1,1,0,0,1,0,1
86.25,46.67,39,15,456,0,0,0,0,0,0,1
40.25,0,0,17,511,0,1,0,0,1,0,1
54.79,6.33,0.33,21,628,1,1,0,1,0,0,1
20.17,0.67,0,28,840,1,1,0,1,1,0,1
61.35,25.33,4.33,44,67,0,1,1,1,1,1,1
53.37,52,0,20,618,1,0,0,0,0,0,1
71.37,11.33,0.33,19,589,1,0,0,0,0,0,1
24.4,21,7.33,19,571,0,1,0,0,1,0,1
33.38,16.67,16,25,740,1,0,0,0,0,0,1
69.75,0,0,37,62,1,0,0,0,0,1,1
103.26,2,0,23,697,1,0,0,0,1,0,1
84.28,10,0.33,24,729,1,0,1,1,1,0,1
39.38,2,0.67,17,513,0,1,0,1,1,0,1
98.38,1.33,0,15,426,0,0,0,0,1,0,1
19.87,2.33,0,27,829,1,1,0,0,1,0,1
31.82,7.33,0.33,21,652,1,0,0,0,0,0,1
40.44,4,1,22,655,1,0,0,0,0,0,1
51.6,51.33,23.33,19,589,0,0,0,0,1,0,1
55.24,4.33,1,16,486,0,0,0,0,1,0,1
29.99,0,0,22,663,1,0,0,0,0,0,1
90.53,4.33,3,25,740,1,1,0,0,1,0,1
30.14,16.33,1,27,820,1,1,0,1,1,0,1
29.99,0,0,27,817,1,0,0,0,1,0,1
48.33,28,12.33,25,711,1,1,0,1,0,0,1
34,0.33,0,31,854,1,0,0,0,1,0,1
49.56,14,1,28,809,1,1,0,0,1,0,1
32.04,0.33,0,28,825,1,0,0,0,1,0,1
33.24,0,0,27,813,1,0,0,0,1,0,1
78.31,107.67,18.33,28,830,1,1,0,0,1,0,1
33.59,2.67,0,18,526,0,1,0,0,1,0,1
33.24,0,0,17,516,0,0,0,0,1,0,1
101.33,32.67,1.33,19,557,1,0,0,0,0,0,1
62.24,37.67,11.33,28,826,1,0,0,0,1,0,1
30.15,2.33,1.33,27,820,1,0,0,0,1,0,1
32.7,1.67,0.33,27,814,1,1,1,1,1,0,1
89.91,40,4,25,742,1,1,0,0,1,0,1
76.66,9,9.33,26,783,1,1,0,1,1,0,1
79.5,13,1.33,25,745,1,0,0,0,1,0,1
37.01,0,0,11,346,0,0,0,0,0,0,1
37.54,3.33,0,35,697,0,0,0,0,1,0,1
22.49,2.33,1,28,837,1,1,0,0,1,0,1
107.05,63,27.33,28,825,1,0,0,0,1,0,1
45.07,15.33,2.33,21,641,1,0,0,0,0,0,1
46.89,18.67,3.33,27,807,1,1,0,0,1,0,1
50.99,1,0,26,782,1,0,1,0,1,0,1
45.53,3.67,2.67,23,662,1,0,0,0,0,0,1
45.49,10.33,8,18,536,0,1,0,0,1,0,1
106.85,5,6,23,708,1,1,0,0,1,0,1
49.73,45.33,8.33,28,829,1,1,0,0,1,0,1
21.63,4.33,1,22,672,1,0,0,0,0,0,1
10,0,0,19,560,0,0,0,0,1,0,1
54.81,8,1,20,615,1,0,0,0,0,0,1
30.86,1.67,0.33,26,804,1,1,0,1,1,0,1
68.37,39.67,6,23,556,0,0,0,0,1,0,1
60.23,27.67,2.67,26,779,1,1,0,0,1,0,1
118.81,32.33,0.33,17,512,1,0,0,0,0,0,1
34.11,16.33,0.67,22,657,1,0,0,0,0,0,1
70.73,16.67,2,27,673,1,0,0,0,0,0,1
40.72,0.33,0,26,792,1,1,0,0,1,0,1
54.15,18.67,0.67,25,769,1,1,1,0,1,0,1
43.97,4.33,1.33,28,620,0,1,0,1,1,0,1
29.99,5.33,1.67,27,819,1,1,0,0,1,0,1
50.69,1,0,26,781,1,0,0,0,1,0,1
58.94,21,0,26,772,1,1,0,0,1,0,1
16.99,0,0,27,828,1,1,0,0,1,0,1
55.58,21.33,0,21,621,1,0,0,0,0,0,1
35.98,21,4.33,18,534,0,0,0,0,1,0,1
12.3,12.33,1,37,837,1,0,0,0,0,0,1
36.83,31.33,8,22,676,1,0,0,0,0,0,1
154.31,0,0,15,451,1,0,0,0,0,0,1
46.79,11.67,1.33,27,799,1,0,0,0,1,0,1
53.39,10.67,2,25,773,1,0,0,1,1,0,1
29.99,0,0,13,372,0,0,0,0,0,0,1
96.61,48.33,4.33,19,568,1,0,0,0,0,0,1
48.41,4.33,0.67,27,795,1,0,0,0,1,0,1
38.24,3,0,27,804,1,1,0,0,1,0,1
39.94,110,24.33,26,49,1,0,0,0,0,1,1
24.22,1,3,23,684,1,0,0,0,0,0,1
34.57,0,0,11,346,0,0,0,0,0,0,1
49.99,7.67,0,21,626,1,0,0,0,0,0,1
46.25,28,2.33,27,802,1,1,0,0,1,0,1
31.83,3.33,1,39,938,1,0,0,0,1,0,1
37.07,9.67,4,27,817,1,1,0,1,1,0,1
76.82,0,0,9,279,0,0,0,0,0,0,1
29.99,0,0,18,526,0,1,1,1,1,0,1
42.7,4.67,0.67,22,646,1,0,0,0,0,0,1
46.95,17.67,2.67,21,637,1,0,0,0,0,0,1
73.48,81.67,34.67,28,64,1,0,0,0,0,1,1
50.44,8.67,0,21,625,1,0,0,0,0,0,1
40.73,2,0,26,790,1,1,0,1,1,0,1
24.99,1.67,0.33,18,532,0,0,0,0,1,0,1
42.68,12.67,5,26,803,1,0,0,0,1,0,1
33.05,2.33,0,22,654,1,0,0,0,0,0,1
85.27,5.33,0.33,25,732,1,1,0,1,1,0,1
139.38,22.33,10,26,610,1,0,0,0,0,0,1
50,38.33,14.33,34,713,0,0,0,1,1,0,1
30.09,0,0,22,657,1,0,0,0,0,0,1
81.43,11.67,0.33,19,571,1,0,0,0,0,0,1
30.86,13.67,4,17,526,0,0,0,0,1,0,1
40.28,0,0,26,790,1,0,0,0,1,0,1
36.39,6.33,3.33,22,660,1,0,0,0,0,0,1
10.09,1,0,13,392,0,0,0,0,0,0,1
30.24,4.33,0,13,370,0,0,0,0,0,0,1
30.26,0,0,27,811,1,1,0,1,1,0,1
30.09,10.33,0.33,27,812,1,1,0,1,1,0,1
35.6,10.67,0.67,27,807,1,1,0,0,1,0,1
32.49,2.33,1.67,26,803,1,1,0,1,1,0,1
145.45,45.67,5.67,31,30,1,0,0,1,1,1,1
39.93,0.67,0,21,635,1,0,0,0,0,0,1
51.17,29.67,4.67,11,340,0,0,0,0,0,0,1
85.13,0.33,0.67,28,763,1,1,0,0,1,0,1
34.36,9.67,0,17,509,0,1,0,1,1,0,1
62.48,21.33,3.67,26,776,1,0,0,0,1,0,1
59.17,16,4.33,27,792,1,0,0,1,1,0,1
40.27,2.33,0,26,789,1,0,0,0,1,0,1
153.69,12.67,0,16,459,1,0,0,0,0,0,1
72.38,81.67,38.67,19,85,1,1,0,0,1,1,1
42.54,41.33,13.33,29,858,1,0,0,0,1,0,1
19.99,0.67,0,27,821,1,1,0,1,1,0,1
34.99,12.33,10.67,30,868,1,0,0,0,1,0,1
69.63,60,0,25,746,1,0,0,0,1,0,1
52.67,91,54,34,308,1,0,0,0,1,1,1
20.58,0,0,27,820,1,1,1,1,1,0,1
60.51,16.33,0.33,26,767,1,1,0,0,1,0,1
36.99,0,0,22,647,1,0,0,0,0,0,1
81.36,70.33,23.67,23,681,1,0,0,0,0,0,1
19.99,0,0,24,493,0,1,0,0,0,0,1
37.88,44,3,38,107,1,0,0,0,0,1,1
36.29,18.33,3,26,801,1,0,0,0,1,0,1
46.09,24,7.33,17,517,0,1,0,1,1,0,1
181.88,29.33,12.33,15,454,1,0,0,0,0,0,1
50.44,7,2.67,11,333,0,0,0,0,0,0,1
59.09,7.67,3,20,611,1,0,0,0,0,0,1
46.38,2,0,21,626,1,1,1,1,0,0,1
52.42,1,0,26,774,1,0,0,1,1,0,1
60.55,5,0,20,600,1,0,0,0,0,0,1
45.82,55.33,1.33,26,785,1,0,0,0,1,0,1
27.1,3.67,0,28,822,1,0,1,1,1,0,1
30.51,5,0,17,511,0,0,0,0,1,0,1
24.3,1.67,2.33,28,832,1,0,0,0,1,0,1
43.73,28,0.67,26,785,1,1,0,1,1,0,1
39.47,11.67,1,21,636,1,0,0,0,0,0,1
52.24,24,2.33,21,626,1,0,0,0,0,0,1
38.41,15,1,21,637,1,0,0,0,0,0,1
40,6.33,0,22,552,0,1,0,0,1,0,1
39.99,0,0,21,632,1,0,0,0,0,0,1
31.23,0,0,12,355,0,0,0,0,0,0,1
45.96,19.33,6.67,22,656,1,1,0,0,0,0,1
88.73,53.33,12.33,16,474,0,1,0,0,1,0,1
29.99,0,0,22,653,1,0,0,0,0,0,1
60.24,1.33,1.67,25,759,1,1,0,0,1,0,1
83.08,24.67,8,24,743,1,0,0,0,1,0,1
70.71,14.33,4.67,26,767,1,1,0,0,1,0,1
57.74,5.33,3.33,26,777,1,1,1,1,1,0,1
95.37,59,10,28,777,1,1,0,1,1,0,1
29.99,0.33,0,26,797,1,0,0,0,1,0,1
102.42,15.67,0,23,687,1,1,0,0,1,0,1
30.25,5.67,5.33,23,679,1,1,0,0,0,0,1
51.04,0.67,0,20,609,1,0,0,0,0,0,1
38.7,4.67,0,44,974,1,0,0,0,1,0,1
72.63,27.33,0.33,50,807,0,1,0,0,1,0,1
96,61.33,18.33,21,626,1,0,0,0,0,0,1
72.58,52.33,2,28,584,0,0,0,0,1,0,1
56.78,8,1.67,21,618,1,0,0,0,0,0,1
30.52,28,15.33,19,577,0,1,1,0,1,0,1
35.08,0,0,12,350,0,0,0,0,0,0,1
30,0.67,1,52,876,0,1,0,1,1,0,1
10.09,0,0,18,542,0,0,0,0,1,0,1
52.43,6.33,2.67,26,780,1,1,0,1,1,0,1
51.4,9.67,0,26,773,1,1,0,0,1,0,1
10.43,30.33,18,25,759,1,0,0,0,0,0,1
40.46,6.33,0.33,27,796,1,0,0,0,1,0,1
38.59,1.33,0,21,632,1,0,0,0,0,0,1
39.98,10,0,26,785,1,0,0,1,1,0,1
35.67,5.67,0,27,800,1,0,0,0,1,0,1
60.28,13,4.33,26,776,1,0,0,0,1,0,1
30.26,16,0,17,509,0,0,0,1,1,0,1
35.73,9.33,9.67,23,685,1,0,0,0,0,0,1
104.03,13,0.67,17,521,1,0,0,0,0,0,1
31.03,3.67,0,28,622,0,0,1,0,1,0,1
39.27,23,11.67,29,852,1,0,0,0,1,0,1
50.24,0,0,11,322,0,0,0,0,0,0,1
42.49,38.33,12,22,674,1,1,0,1,0,0,1
47.34,9.33,0,25,766,1,0,0,0,1,0,1
33.3,50,18.33,20,592,0,1,0,1,1,0,1
140.97,27.67,2,16,474,1,0,0,0,0,0,1
171.39,6.33,0,20,579,1,1,0,0,1,0,1
50.25,7,0.67,26,775,1,1,0,0,1,0,1
30.5,9.67,5.33,27,821,1,1,0,0,1,0,1
11.76,2,0.33,19,550,0,0,0,0,1,0,1
22.43,0,0,12,362,0,0,0,0,0,0,1
48.24,6.33,0.33,26,776,1,0,0,0,1,0,1
19.99,0,0,13,375,0,0,0,0,0,0,1
45.41,12.33,0.67,23,35,1,1,1,0,1,1,1
59.99,13.67,0.33,26,763,1,0,0,0,1,0,1
38.24,3.67,0,27,796,1,1,0,0,1,0,1
53.46,2,0,20,604,1,0,0,0,0,0,1
30.82,2,0.67,27,806,1,1,0,1,1,0,1
40.15,12.67,6,27,812,1,0,0,0,1,0,1
111.07,53.33,14.33,24,729,1,1,0,0,1,0,1
34.99,10,1.67,23,49,1,0,0,0,1,1,1
31.74,13,4.33,27,816,1,0,0,0,1,0,1
63.3,10,0,50,293,1,1,0,0,1,1,1
101.95,47,2,17,526,1,0,0,0,0,0,1
38.98,10,2.33,21,637,1,0,0,0,0,0,1
30.26,5,0,26,794,1,0,0,0,1,0,1
10.19,0,0,13,385,0,0,0,0,0,0,1
34.59,0,0,12,348,0,0,0,0,0,0,1
38.48,33.33,8.67,18,535,0,0,0,0,1,0,1
69.55,48,7,15,465,0,1,0,0,1,0,1
75.25,1.33,0,25,734,1,1,0,1,1,0,1
19.99,0,0,36,908,1,0,0,0,1,0,1
35.24,1.33,0,27,798,1,1,0,1,1,0,1
30.26,1.67,0,26,793,1,0,0,0,1,0,1
49.99,14,3.33,21,627,1,0,0,0,0,0,1
38.92,0,0,11,332,0,0,0,0,0,0,1
68.34,0.67,0,25,741,1,1,0,0,1,0,1
33.32,3,0,11,338,0,0,0,0,0,0,1
56.49,21,8,17,502,0,0,0,1,1,0,1
84.19,2.33,0,13,406,0,0,0,0,1,0,1
96.96,25.33,8.33,19,570,1,0,0,1,0,0,1
33.01,5.67,0,21,635,1,0,0,0,0,0,1
45.51,7.67,0,20,611,1,0,0,0,0,0,1
181.49,224.67,104.33,14,4,1,0,0,0,0,1,1
43.03,3,1,21,627,1,0,0,0,0,0,1
54.27,0,0,15,459,0,1,0,0,1,0,1
58.72,25,2,25,757,1,0,0,0,1,0,1
40.55,21.33,2,20,622,1,0,0,0,0,0,1
57.15,28,29.67,15,443,0,0,0,0,0,0,1
35.24,13,0,21,632,1,0,0,0,0,0,1
32.49,7.67,0,36,700,0,1,0,1,1,0,1
32.16,7,3.67,24,587,0,0,0,0,1,0,1
53.67,64,3.33,11,325,0,0,0,0,0,0,1
27.65,1.67,7.33,23,683,1,0,0,0,0,0,1
151.85,20.67,2,14,438,1,0,0,0,0,0,1
53.87,62.67,34,25,756,1,0,0,0,0,0,1
39.87,1.33,0,26,781,1,1,0,0,1,0,1
286.37,81.33,32.33,12,363,1,0,0,0,0,0,1
160.47,35,12.67,28,606,1,0,0,0,0,0,1
30.73,0,0,13,360,0,0,0,0,0,0,1
170.45,4.33,0,13,401,1,0,0,0,0,0,1
103.82,60.67,0,17,515,1,0,0,0,0,0,1
59.76,17,0,20,594,1,0,0,0,0,0,1
99.09,7,7.67,19,564,1,0,0,0,0,0,1
36.08,0,0.67,27,797,1,1,0,0,1,0,1
117.3,44.33,8.67,22,681,1,0,0,1,1,0,1
97.59,124,69,23,703,0,0,0,0,1,0,1
82.73,64.33,17.67,22,643,1,0,0,0,0,0,1
32.99,3.67,0,21,633,1,0,0,0,0,0,1
94.96,7.33,0.33,23,690,1,0,0,0,1,0,1
104.66,35,2.33,30,758,1,0,0,0,1,0,1
30.99,2.33,0,21,635,1,0,0,0,0,0,1
125.7,33.67,0.67,16,482,1,1,0,1,0,0,1
72.31,4.67,1.67,19,574,1,1,1,1,0,0,1
180,33.33,12,16,457,1,0,0,0,0,0,1
45.54,0.67,0.67,25,765,1,1,1,0,1,0,1
34.23,0,0,27,796,1,1,1,1,1,0,1
11.09,17.33,3.33,23,687,1,0,0,0,0,0,1
80.8,7,0,24,714,1,1,0,0,1,0,1
54.49,22,0.67,25,755,1,0,0,0,1,0,1
61.14,29,6.67,14,356,0,0,0,0,0,0,1
29.99,1.67,0,26,790,1,1,0,0,1,0,1
29.98,7.33,0,26,790,1,0,0,0,1,0,1
33.02,23.67,9,23,680,1,0,0,0,0,0,1
25.99,5.67,0.67,12,355,0,0,0,0,0,0,1
32.47,0.67,0,26,787,1,1,0,1,1,0,1
38.55,23.33,0,25,770,1,1,0,0,1,0,1
54.88,77.67,1.33,21,612,1,1,0,0,0,0,1
22.54,25.67,10.33,18,553,0,1,1,1,1,0,1
103.6,26.67,7,18,545,1,0,0,0,0,0,1
37.26,10,0.33,21,628,1,0,0,0,0,0,1
37.9,22,0.67,35,683,0,0,0,1,1,0,1
27.92,0,0,27,802,1,1,0,1,1,0,1
74.32,21.33,0,23,710,1,0,0,0,1,0,1
72.01,91.67,18.33,22,655,1,0,0,0,0,0,1
56.65,7.67,0,25,647,1,0,0,0,0,0,1
39.99,12.67,10.67,27,821,1,1,0,0,1,0,1
42.88,4.33,1.67,26,780,1,0,0,0,1,0,1
51.98,0.67,0,16,468,0,1,0,0,1,0,1
31.63,7.33,4.33,26,800,1,1,1,1,1,0,1
213.02,7.33,0,11,331,1,0,0,0,0,0,1
37.35,9,2,21,632,1,0,0,0,0,0,1
54,3.33,1.33,25,756,1,0,0,0,1,0,1
75.7,16,0.67,18,555,1,1,0,0,0,0,1
53.98,13,2.67,25,760,1,1,0,0,1,0,1
50.09,11.67,4.33,21,625,1,0,0,0,0,0,1
37.9,10.33,0,21,625,1,0,0,0,0,0,1
14.25,1.33,0,28,826,1,0,0,0,1,0,1
50.93,12,2.33,25,762,1,0,0,0,1,0,1
47.16,4.67,0,25,759,1,0,0,0,1,0,1
93.62,4.67,5.67,24,715,1,1,0,0,1,0,1
76.82,16.67,0.33,24,717,1,0,0,0,1,0,1
181.52,37.33,0.33,24,603,1,0,0,0,1,0,1
29.99,2,0,27,798,1,1,0,0,1,0,1
42.49,0,0,26,774,1,1,0,0,1,0,1
53.7,15,17,28,641,0,0,0,0,1,0,1
160.78,41,0.67,20,585,1,1,0,0,1,0,1
73.93,24.67,8.33,20,600,1,0,0,0,0,0,1
30.88,0,0,38,197,1,0,0,0,1,1,1
45.98,12,6,22,644,1,1,0,0,0,0,1
33.38,0,0,27,794,1,1,1,0,1,0,1
54.68,10.33,0.67,32,8,1,0,0,0,0,1,1
54.48,9,10,26,791,1,1,0,0,1,0,1
110.7,9.67,2,16,499,1,0,0,0,0,0,1
90.09,83,14.67,35,43,1,0,0,0,0,1,1
222.87,34,5,11,334,1,0,0,0,0,0,1
35.6,17.33,2,26,787,1,1,0,1,1,0,1
49.3,15,0,16,469,0,1,1,1,1,0,1
35.84,2.33,1.33,19,416,0,0,0,0,0,0,1
40.15,45.67,7,26,797,1,0,0,0,1,0,1
36.81,10,0.67,38,89,1,0,0,0,0,1,1
23.51,0.67,0,27,804,1,1,1,0,1,0,1
29.99,11.67,4.67,13,370,0,0,0,0,0,0,1
10,3,1.33,22,668,1,0,0,0,0,0,1
40.27,2.67,0,26,582,0,1,0,0,1,0,1
47.72,0,0,20,602,1,0,0,0,0,0,1
33.24,3,0,27,793,1,0,0,0,1,0,1
39.7,7.33,2.67,27,794,1,1,0,0,1,0,1
34.35,8.67,8.67,27,818,1,1,0,1,1,0,1
33.68,0,0,26,782,1,1,0,1,1,0,1
210.24,24,1.33,16,490,1,1,0,0,1,0,1
55.17,4,0,19,583,1,0,0,0,0,0,1
30,3,0.67,21,633,1,0,0,0,0,0,1
34.98,2,0,34,863,1,1,0,1,1,0,1
55.97,0,0,9,285,0,0,0,0,0,0,1
33.15,4.33,1,26,785,1,0,0,0,1,0,1
94.62,58,8,19,564,1,0,0,0,0,0,1
54.87,33.33,1.67,25,753,1,1,0,0,1,0,1
70.74,19.33,1,20,579,1,0,0,0,0,0,1
56.59,6.67,1.67,25,751,1,0,0,0,1,0,1
22.37,4,0,30,835,1,0,0,1,1,0,1
276.24,0,0,12,372,1,1,0,0,1,0,1
35.37,3.67,0.33,25,770,1,1,0,0,1,0,1
10,2,0,23,673,1,0,0,0,0,0,1
50.02,32.67,4.33,25,766,1,0,0,0,1,0,1
151.46,33.33,3.33,15,446,1,0,0,0,0,0,1
40.44,58.67,2.67,21,627,1,0,0,0,0,0,1
79.31,107.33,9.67,17,474,0,1,0,0,1,0,1
75.09,15,9.67,20,600,1,0,0,0,0,0,1
58.86,19,0,15,446,0,1,0,0,1,0,1
30,30,6.67,23,671,1,0,0,0,0,0,1
35.13,26.67,9,28,827,1,0,0,0,1,0,1
8.75,9,0.33,27,819,1,0,0,0,1,0,1
15.24,2,0,17,514,0,0,0,0,1,0,1
90.86,21.67,0,23,687,1,1,0,0,1,0,1
35.83,0,0,16,481,0,1,0,1,1,0,1
35.35,0.33,0,25,768,1,0,0,0,1,0,1
71.04,0.67,0,28,567,0,0,0,0,1,0,1
30.47,2.67,0.67,27,796,1,1,0,0,1,0,1
53.97,8.33,1,26,761,1,0,0,0,1,0,1
122.92,61.33,15,19,553,1,0,0,0,0,0,1
30.24,0.67,0,27,794,1,1,0,0,1,0,1
19.72,0,0,26,795,1,1,0,1,1,0,1
50.9,17,0,20,596,1,0,0,0,0,0,1
55.99,12,1,25,748,1,0,0,0,1,0,1
28.99,1.67,0.33,27,796,1,0,0,1,1,0,1
5,0,0,13,380,0,0,0,0,0,0,1
34.73,0,0.33,25,769,1,0,0,1,1,0,1
47.15,3.67,0,24,744,1,1,0,1,1,0,1
37.61,2.67,0,26,775,1,0,0,0,1,0,1
54.28,27,10.67,34,679,0,1,0,0,1,0,1
38.99,1.67,0.67,11,324,0,0,0,0,0,0,1
36.28,8.33,1,25,769,1,1,0,0,1,0,1
10.45,62.33,9.67,19,568,0,0,0,1,1,0,1
23.22,0.67,0,28,618,0,1,0,1,1,0,1
242.34,79,32.33,14,423,1,0,0,0,0,0,1
29.99,1.67,0,26,783,1,1,0,0,1,0,1
99.72,42.67,5.67,23,693,1,0,0,0,1,0,1
22.39,0,0,26,791,1,1,0,0,1,0,1
74.98,0,0,24,-1,1,1,0,0,1,1,1
65.32,10.67,0,23,713,1,1,0,0,1,0,1
33.24,4.33,0,26,779,1,1,0,1,1,0,1
153.11,27.33,4,19,588,1,1,1,0,1,0,1
