isbuyer	buy_freq	visit_freq	buy_interval	sv_interval	expected_time_buy	expected_time_visit	last_buy	last_visit	multiple_buy	multiple_visit	uniq_urls	num_checkins	y_buy
	0	NaN	1	0	0	0	0	149	149	0	0	27	240	0
	0	NaN	1	0	0	0	0	61	61	0	0	13	72	0
	0	NaN	1	0	0	0	0	39	39	0	0	172	750	0
	0	NaN	1	0	0	0	0	59	59	0	0	167	1014	0
	0	NaN	1	0	0	0	0	22	22	0	0	169	2214	0
	0	NaN	1	0	0	0	0	40	40	0	0	39	71	0
	0	NaN	1	0	0	0	0	134	134	0	0	90	434	0
	0	NaN	2	0	15.41667	0	-2.302512	10	10	0	1	38	287	0
	0	NaN	1	0	0	0	0	0	0	0	0	106	621	0
	0	NaN	1	0	0	0	0	49	49	0	0	127	438	0
	0	NaN	1	0	0	0	0	30	30	0	0	71	104	0
	0	NaN	2	0	7.5	0	-1.587683	5	5	0	1	108	983	0
	0	NaN	1	0	0	0	0	20	20	0	0	23	49	0
	0	NaN	1	0	0	0	0	82	82	0	0	52	244	0
	0	NaN	1	0	0	0	0	55	55	0	0	185	764	0
	0	NaN	1	0	0	0	0	28	28	0	0	111	310	0
	0	NaN	1	0	0	0	0	52	52	0	0	154	633	0
	1	1	19	0	8.534722	0	2.686164	5	5	0	1	167	1522	0
	0	NaN	1	0	0	0	0	0	0	0	0	6	135	0
	0	NaN	2	0	64.91666	0	-66.47531	98	98	0	1	37	165	0
	0	NaN	1	0	0	0	0	27	27	0	0	20	34	0
	0	NaN	2	0	14.20833	0	-37.72378	44	44	0	1	28	80	0
	0	NaN	1	0	0	0	0	154	154	0	0	26	1183	0
	0	NaN	1	0	0	0	0	162	162	0	0	179	939	0
	0	NaN	1	0	0	0	0	26	26	0	0	142	437	0
	0	NaN	1	0	0	0	0	34	34	0	0	-1	341	0
	0	NaN	2	0	.0416667	0	-160.9908	161	161	0	1	159	1393	0
	0	NaN	4	0	12.29167	0	-134.9541	144	144	0	1	93	903	0
	0	NaN	4	0	.2916667	0	-11.78772	12	12	0	1	2	17	0
	0	NaN	3	0	20.0625	0	-59.65259	73	73	0	1	127	1448	0
	0	NaN	1	0	0	0	0	137	137	0	0	163	249	0
	0	NaN	1	0	0	0	0	43	43	0	0	71	119	0
	0	NaN	1	0	0	0	0	24	24	0	0	24	59	0
	0	NaN	1	0	0	0	0	47	47	0	0	50	133	0
	0	NaN	1	0	0	0	0	11	11	0	0	53	103	0
	0	NaN	1	0	0	0	0	10	10	0	0	61	112	0
	0	NaN	1	0	0	0	0	82	82	0	0	182	1620	0
	0	NaN	1	0	0	0	0	125	125	0	0	39	252	0
	0	NaN	1	0	0	0	0	78	78	0	0	115	388	0
	0	NaN	1	0	0	0	0	32	32	0	0	19	37	0
	0	NaN	1	0	0	0	0	14	14	0	0	144	766	0
	0	NaN	2	0	.0416667	0	-20.93328	20	20	0	1	136	1095	0
	0	NaN	3	0	.8958333	0	-12.32202	12	12	0	1	47	68	0
	0	NaN	1	0	0	0	0	172	172	0	0	38	154	0
	1	1	1	0	0	0	0	70	70	0	0	49	138	0
	0	NaN	1	0	0	0	0	88	88	0	0	116	502	0
	0	NaN	1	0	0	0	0	15	15	0	0	32	158	0
	0	NaN	1	0	0	0	0	162	162	0	0	139	417	0
	0	NaN	1	0	0	0	0	49	49	0	0	102	181	0
	0	NaN	1	0	0	0	0	108	108	0	0	159	506	0
	0	NaN	1	0	0	0	0	105	105	0	0	179	1163	0
	0	NaN	1	0	0	0	0	42	42	0	0	151	393	0
	0	NaN	1	0	0	0	0	47	47	0	0	22	114	0
	0	NaN	1	0	0	0	0	19	19	0	0	34	62	0
	0	NaN	1	0	0	0	0	4	4	0	0	46	110	0
	0	NaN	1	0	0	0	0	2	2	0	0	160	2451	0
	0	NaN	1	0	0	0	0	79	79	0	0	95	593	0
	0	NaN	1	0	0	0	0	0	0	0	0	9	34	0
	0	NaN	1	0	0	0	0	64	64	0	0	185	3777	0
	0	NaN	1	0	0	0	0	12	12	0	0	12	20	0
	0	NaN	11	0	10.82083	0	-64.07137	73	73	0	1	137	885	0
	0	NaN	2	0	3.041667	0	-57.49966	59	59	0	1	104	199	0
	0	NaN	1	0	0	0	0	153	153	0	0	173	1348	0
	0	NaN	2	0	.0416667	0	-70.16616	70	70	0	1	120	863	0
	0	NaN	2	0	7.541667	0	2.782733	0	0	0	1	62	312	0
	0	NaN	1	0	0	0	0	48	48	0	0	155	2067	0
	0	NaN	2	0	2.125	0	-143.8245	144	144	0	1	0	251	0
	0	NaN	1	0	0	0	0	70	70	0	0	38	130	0
	0	NaN	2	0	104.125	0	-5.474225	57	57	0	1	103	711	0
	0	NaN	1	0	0	0	0	2	2	0	0	4	9	0
	0	NaN	1	0	0	0	0	169	169	0	0	82	336	0
	0	NaN	1	0	0	0	0	33	33	0	0	16	52	0
	0	NaN	1	0	0	0	0	68	68	0	0	175	1412	0
	0	NaN	1	0	0	0	0	26	26	0	0	24	499	0
	0	NaN	1	0	0	0	0	22	22	0	0	43	74	0
	0	NaN	1	0	0	0	0	60	60	0	0	46	109	0
	0	NaN	3	0	3.041667	0	-7.102547	9	9	0	1	112	1140	0
	0	NaN	1	0	0	0	0	43	43	0	0	47	146	0
	1	1	12	0	5.348485	0	4.881574	0	0	0	1	176	2029	0
	0	NaN	1	0	0	0	0	35	35	0	0	164	787	0
	0	NaN	1	0	0	0	0	60	60	0	0	92	281	0
	0	NaN	1	0	0	0	0	26	26	0	0	106	759	0
	0	NaN	2	0	.875	0	.2789125	0	0	0	1	167	988	0
	0	NaN	1	0	0	0	0	185	185	0	0	184	555	0
	0	NaN	1	0	0	0	0	16	16	0	0	9	34	0
	0	NaN	1	0	0	0	0	75	75	0	0	187	575	0
	0	NaN	1	0	0	0	0	22	22	0	0	112	436	0
	0	NaN	1	0	0	0	0	64	64	0	0	9	23	0
	0	NaN	1	0	0	0	0	66	66	0	0	0	1546	0
	0	NaN	1	0	0	0	0	40	40	0	0	185	694	0
	0	NaN	2	0	90.08334	0	8.782733	36	36	0	1	168	546	0
	0	NaN	2	0	50.75	0	-54.57505	79	79	0	1	39	302	0
	0	NaN	1	0	0	0	0	13	13	0	0	87	182	0
	0	NaN	1	0	0	0	0	2	2	0	0	6	61	0
	0	NaN	1	0	0	0	0	81	81	0	0	170	3351	0
	0	NaN	1	0	0	0	0	145	145	0	0	148	788	0
	0	NaN	2	0	.0416667	0	-44.85873	44	44	0	1	170	521	0
	0	NaN	1	0	0	0	0	45	45	0	0	173	356	0
	0	NaN	6	0	.3166667	0	-138.2366	138	138	0	1	80	531	0
	0	NaN	1	0	0	0	0	3	3	0	0	19	262	0
	0	NaN	1	0	0	0	0	9	9	0	0	18	36	0
	0	NaN	1	0	0	0	0	2	2	0	0	23	86	0
	0	NaN	1	0	0	0	0	61	61	0	0	55	172	0
	0	NaN	5	0	12.40625	0	-103.3225	113	113	0	1	165	5466	0
	0	NaN	1	0	0	0	0	96	96	0	0	170	1307	0
	0	NaN	1	0	0	0	0	18	18	0	0	174	2441	0
	0	NaN	1	0	0	0	0	3	3	0	0	7	176	0
	1	1	3	0	72.0625	0	46.96207	1	1	0	1	170	1217	0
	0	NaN	1	0	0	0	0	141	141	0	0	164	4165	0
	0	NaN	1	0	0	0	0	5	5	0	0	26	51	0
	0	NaN	1	0	0	0	0	48	48	0	0	59	485	0
	0	NaN	2	0	57.33333	0	-56.70755	85	85	0	1	14	82	0
	0	NaN	4	0	26.58333	0	16.67772	3	3	0	1	99	317	0
	0	NaN	1	0	0	0	0	72	72	0	0	169	525	0
	0	NaN	1	0	0	0	0	168	168	0	0	176	1236	0
	0	NaN	1	0	0	0	0	1	1	0	0	2	22	0
	0	NaN	2	0	26.91667	0	-20.58934	34	34	0	1	37	88	0
	0	NaN	1	0	0	0	0	108	108	0	0	30	194	0
	0	NaN	1	0	0	0	0	57	57	0	0	16	46	0
	0	NaN	2	0	2.125	0	-76.6854	77	77	0	1	35	119	0
	0	NaN	1	0	0	0	0	14	14	0	0	43	152	0
	0	NaN	7	0	24.81944	0	-7.71507	28	28	0	1	164	3635	0
	0	NaN	2	0	6.958333	0	-12.57152	16	16	0	1	24	243	0
	0	NaN	3	0	.3541667	0	-54.92286	55	55	0	1	26	77	0
	0	NaN	1	0	0	0	0	55	55	0	0	150	2388	0
	0	NaN	1	0	0	0	0	118	118	0	0	174	754	0
	0	NaN	2	0	5.166667	0	-8.521275	11	11	0	1	89	161	0
	0	NaN	1	0	0	0	0	87	87	0	0	177	1720	0
	0	NaN	1	0	0	0	0	14	14	0	0	27	114	0
	0	NaN	1	0	0	0	0	19	19	0	0	31	97	0
	0	NaN	1	0	0	0	0	3	3	0	0	100	230	0
	0	NaN	1	0	0	0	0	41	41	0	0	151	1059	0
	0	NaN	1	0	0	0	0	35	35	0	0	182	462	0
	0	NaN	3	0	6.229167	0	-124.4473	128	128	0	1	15	83	0
	0	NaN	1	0	0	0	0	13	13	0	0	76	461	0
	0	NaN	1	0	0	0	0	10	10	0	0	64	224	0
	0	NaN	1	0	0	0	0	182	182	0	0	176	291	0
	0	NaN	1	0	0	0	0	50	50	0	0	33	70	0
	0	NaN	1	0	0	0	0	146	146	0	0	27	5153	0
	0	NaN	1	0	0	0	0	70	70	0	0	18	39	0
	0	NaN	5	0	22.75	0	-65.78497	83	83	0	1	180	1453	0
	0	NaN	1	0	0	0	0	161	161	0	0	15	99	0
	0	NaN	2	0	3.958333	0	-1.091596	3	3	0	1	47	216	0
	0	NaN	1	0	0	0	0	129	129	0	0	145	815	0
	0	NaN	1	0	0	0	0	48	48	0	0	76	161	0
	0	NaN	1	0	0	0	0	45	45	0	0	5	609	0
	0	NaN	1	0	0	0	0	116	116	0	0	125	392	0
	0	NaN	1	0	0	0	0	41	41	0	0	78	307	0
	0	NaN	1	0	0	0	0	1	1	0	0	9	152	0
	0	NaN	1	0	0	0	0	126	126	0	0	105	849	0
	0	NaN	1	0	0	0	0	100	100	0	0	106	144	0
	0	NaN	1	0	0	0	0	129	129	0	0	166	1556	0
	0	NaN	1	0	0	0	0	67	67	0	0	169	1455	0
	0	NaN	1	0	0	0	0	99	99	0	0	176	688	0
	0	NaN	1	0	0	0	0	7	7	0	0	167	2660	0
	0	NaN	1	0	0	0	0	5	5	0	0	10	8	0
	0	NaN	1	0	0	0	0	7	7	0	0	12	33	0
	0	NaN	1	0	0	0	0	11	11	0	0	-1	632	0
	0	NaN	1	0	0	0	0	127	127	0	0	150	353	0
	0	NaN	1	0	0	0	0	145	145	0	0	32	65	0
	0	NaN	1	0	0	0	0	16	16	0	0	17	84	0
	0	NaN	1	0	0	0	0	0	0	0	0	-1	5	0
	0	NaN	2	0	11.5	0	-40.0848	45	45	0	1	9	43	0
	0	NaN	1	0	0	0	0	31	31	0	0	20	83	0
	0	NaN	4	0	46.69444	0	-9.97685	44	44	0	1	171	756	0
	0	NaN	1	0	0	0	0	41	41	0	0	154	697	0
	0	NaN	2	0	25.41667	0	-14.14671	26	26	0	1	193	578	0
	0	NaN	4	0	24.66667	0	-54.15834	72	72	0	1	66	1178	0
	0	NaN	1	0	0	0	0	16	16	0	0	37	90	0
	0	NaN	1	0	0	0	0	0	0	0	0	166	1222	0
	0	NaN	1	0	0	0	0	24	24	0	0	41	456	0
	1	1	5	0	.25	0	-3.664896	3	3	0	1	172	774	0
	0	NaN	1	0	0	0	0	10	10	0	0	22	48	0
	0	NaN	1	0	0	0	0	50	50	0	0	163	525	0
	0	NaN	1	0	0	0	0	41	41	0	0	10	49	0
	0	NaN	1	0	0	0	0	106	106	0	0	166	3145	0
	0	NaN	1	0	0	0	0	101	101	0	0	174	307	0
	0	NaN	2	0	8.75	0	-22.92214	27	27	0	1	42	105	0
	0	NaN	1	0	0	0	0	0	0	0	0	18	62	0
	0	NaN	1	0	0	0	0	61	61	0	0	-1	1352	0
	0	NaN	1	0	0	0	0	42	42	0	0	119	440	0
	0	NaN	1	0	0	0	0	17	17	0	0	21	66	0
	0	NaN	1	0	0	0	0	99	99	0	0	22	241	0
	0	NaN	1	0	0	0	0	182	182	0	0	164	1650	0
	0	NaN	1	0	0	0	0	28	28	0	0	2	905	0
	0	NaN	6	0	26.19167	0	-3.437753	25	25	0	1	169	2688	0
	0	NaN	6	0	3.65	0	-15.02008	18	18	0	1	93	436	0
	0	NaN	1	0	0	0	0	21	21	0	0	9	140	0
	0	NaN	2	0	16.75	0	-22.8816	31	31	0	1	62	121	0
	0	NaN	1	0	0	0	0	15	15	0	0	33	49	0
	1	1	2	0	.125	0	-32.87175	32	32	0	1	13	55	0
	0	NaN	3	0	63.70833	0	-1.663611	44	44	0	1	65	1421	0
	0	NaN	1	0	0	0	0	42	42	0	0	74	149	0
	0	NaN	1	0	0	0	0	85	85	0	0	35	93	0
	1	1	2	0	.0416667	0	-83.92771	83	83	0	1	88	166	0
	1	1	2	0	.25	0	-.5555916	0	0	0	1	5	36	0
	0	NaN	1	0	0	0	0	103	103	0	0	178	1726	0
	0	NaN	1	0	0	0	0	19	19	0	0	20	33	0
	0	NaN	1	0	0	0	0	41	41	0	0	60	232	0
	0	NaN	1	0	0	0	0	143	143	0	0	170	742	0
	0	NaN	1	0	0	0	0	86	86	0	0	81	153	0
	0	NaN	1	0	0	0	0	74	74	0	0	169	3832	0
	0	NaN	3	0	18.125	0	-62.7194	74	74	0	1	30	684	0
	0	NaN	1	0	0	0	0	12	12	0	0	185	1099	0
	0	NaN	1	0	0	0	0	69	69	0	0	177	1215	0
	0	NaN	1	0	0	0	0	175	175	0	0	79	259	0
	0	NaN	1	0	0	0	0	99	99	0	0	-1	583	0
	0	NaN	1	0	0	0	0	45	45	0	0	36	115	0
	0	NaN	1	0	0	0	0	31	31	0	0	188	371	0
	0	NaN	1	0	0	0	0	70	70	0	0	179	684	0
	0	NaN	1	0	0	0	0	5	5	0	0	2	16	0
	0	NaN	1	0	0	0	0	41	41	0	0	142	542	0
	0	NaN	1	0	0	0	0	120	120	0	0	93	873	0
	0	NaN	1	0	0	0	0	71	71	0	0	59	127	0
	0	NaN	1	0	0	0	0	1	1	0	0	98	155	0
	0	NaN	1	0	0	0	0	36	36	0	0	28	748	0
	0	NaN	6	0	21.01667	0	2.414547	15	15	0	1	64	272	0
	0	NaN	1	0	0	0	0	35	35	0	0	31	106	0
	0	NaN	2	0	25.95833	0	-106.9275	119	119	0	1	162	1140	0
	0	NaN	1	0	0	0	0	141	141	0	0	169	337	0
	0	NaN	1	0	0	0	0	22	22	0	0	15	159	0
	1	1	4	0	.9166667	0	-8.325763	9	9	0	1	5	223	0
	0	NaN	3	0	.9166667	0	-162.0606	162	162	0	1	149	1795	0
	0	NaN	1	0	0	0	0	51	51	0	0	83	213	0
	0	NaN	4	0	18.66667	0	-79.94516	93	93	0	1	85	487	0
	0	NaN	1	0	0	0	0	47	47	0	0	11	61	0
	0	NaN	1	0	0	0	0	43	43	0	0	174	555	0
	0	NaN	1	0	0	0	0	24	24	0	0	76	212	0
	0	NaN	1	0	0	0	0	40	40	0	0	126	1382	0
	0	NaN	1	0	0	0	0	35	35	0	0	32	269	0
	0	NaN	1	0	0	0	0	7	7	0	0	12	84	0
	0	NaN	2	0	94	0	23.24522	23	23	0	1	128	491	0
	0	NaN	1	0	0	0	0	104	104	0	0	46	518	0
	0	NaN	1	0	0	0	0	147	147	0	0	40	82	0
	0	NaN	4	0	24.61111	0	-58.07627	76	76	0	1	170	722	0
	0	NaN	1	0	0	0	0	27	27	0	0	166	434	0
	0	NaN	3	0	19.60417	0	-1.87271	14	14	0	1	105	271	0
	0	NaN	1	0	0	0	0	2	2	0	0	19	77	0
	0	NaN	2	0	11.29167	0	-42.28305	47	47	0	1	161	379	0
	0	NaN	1	0	0	0	0	176	176	0	0	171	2986	0
	0	NaN	1	0	0	0	0	15	15	0	0	61	190	0
	0	NaN	1	0	0	0	0	4	4	0	0	168	1391	0
	0	NaN	1	0	0	0	0	122	122	0	0	148	12053	0
	0	NaN	2	0	44	0	19.54016	2	2	0	1	16	62	0
	0	NaN	1	0	0	0	0	148	148	0	0	123	829	0
	1	1	2	0	4.291667	0	-16.74716	18	18	0	1	7	19	0
	0	NaN	1	0	0	0	0	63	63	0	0	27	110	0
	0	NaN	3	0	51.0625	0	27.82826	6	6	0	1	62	214	0
	0	NaN	1	0	0	0	0	72	72	0	0	172	2060	0
	0	NaN	1	0	0	0	0	11	11	0	0	12	49	0
	1	1	1	0	0	0	0	71	71	0	0	12	56	0
	0	NaN	2	0	.125	0	-132.9475	133	133	0	1	88	132	0
	0	NaN	1	0	0	0	0	110	110	0	0	5	37	0
	0	NaN	15	0	6.988095	0	2.604189	3	3	0	1	35	122	0
	0	NaN	3	0	3.333333	0	-43.20976	45	45	0	1	31	54	0
	0	NaN	1	0	0	0	0	101	101	0	0	167	1164	0
	0	NaN	1	0	0	0	0	182	182	0	0	126	928	0
	0	NaN	1	0	0	0	0	166	166	0	0	32	172	0
	0	NaN	1	0	0	0	0	119	119	0	0	178	606	0
	0	NaN	1	0	0	0	0	27	27	0	0	70	95	0
	0	NaN	4	0	17.22222	0	-116.4005	129	129	0	1	172	1606	0
	0	NaN	8	0	23.71428	0	19.97485	0	0	0	1	147	5112	0
	0	NaN	1	0	0	0	0	156	156	0	0	152	347	0
	0	NaN	6	0	5.041667	0	-4.94264	9	9	0	1	92	687	1
	0	NaN	4	0	.8333333	0	.103925	0	0	0	1	5	33	0
	0	NaN	2	0	39.29167	0	13.46447	6	6	0	1	21	180	0
	0	NaN	1	0	0	0	0	3	3	0	0	159	3285	0
	0	NaN	1	0	0	0	0	81	81	0	0	150	8174	0
	0	NaN	10	0	13.66204	0	-7.256679	19	19	0	1	165	5797	0
	0	NaN	1	0	0	0	0	13	13	0	0	47	337	0
	0	NaN	1	0	0	0	0	55	55	0	0	153	2444	0
	0	NaN	1	0	0	0	0	163	163	0	0	157	10314	0
	0	NaN	1	0	0	0	0	8	8	0	0	39	378	0
	0	NaN	1	0	0	0	0	33	33	0	0	8	28	0
	0	NaN	1	0	0	0	0	3	3	0	0	182	1170	0
	0	NaN	2	0	.9166667	0	-41.44594	41	41	0	1	83	95	0
	0	NaN	1	0	0	0	0	160	160	0	0	43	590	0
	0	NaN	1	0	0	0	0	141	141	0	0	155	824	0
	0	NaN	1	0	0	0	0	38	38	0	0	45	420	0
	0	NaN	3	0	11.20833	0	-148.8938	156	156	0	1	173	821	0
	0	NaN	1	0	0	0	0	144	144	0	0	158	371	0
	0	NaN	1	0	0	0	0	15	15	0	0	46	107	0
	0	NaN	1	0	0	0	0	58	58	0	0	42	129	0
	0	NaN	1	0	0	0	0	71	71	0	0	118	460	0
	1	2	9	155.0417	21.53646	68.62955	12.08557	7	7	1	1	175	696	0
	0	NaN	1	0	0	0	0	55	55	0	0	177	3264	0
	0	NaN	1	0	0	0	0	41	41	0	0	16	43	0
	0	NaN	1	0	0	0	0	40	40	0	0	5	51	0
	0	NaN	1	0	0	0	0	53	53	0	0	160	2210	0
	0	NaN	1	0	0	0	0	45	45	0	0	72	169	0
	0	NaN	1	0	0	0	0	66	66	0	0	61	204	0
	0	NaN	1	0	0	0	0	44	44	0	0	123	333	0
	0	NaN	2	0	.0416667	0	-138.9563	138	138	0	1	168	988	0
	0	NaN	1	0	0	0	0	39	39	0	0	12	62	0
	0	NaN	1	0	0	0	0	0	0	0	0	8	161	0
	0	NaN	1	0	0	0	0	70	70	0	0	71	158	0
	0	NaN	1	0	0	0	0	141	141	0	0	60	168	0
	0	NaN	1	0	0	0	0	178	178	0	0	161	577	0
	0	NaN	4	0	24.06944	0	-22.5522	40	40	0	1	155	1767	0
	0	NaN	2	0	2.25	0	-18.60494	19	19	0	1	162	7879	0
	0	NaN	6	0	17.25	0	-60.83764	75	75	0	1	85	440	0
	1	1	5	0	2.239583	0	-61.24955	63	63	0	1	55	280	0
	0	NaN	1	0	0	0	0	28	28	0	0	32	65	0
	0	NaN	1	0	0	0	0	120	120	0	0	108	348	0
	0	NaN	1	0	0	0	0	3	3	0	0	33	69	0
	0	NaN	2	0	1.666667	0	-11.41713	12	12	0	1	97	369	0
	0	NaN	1	0	0	0	0	49	49	0	0	178	1080	0
	0	NaN	6	0	16.60833	0	-51.27011	65	65	0	1	56	467	0
	0	NaN	1	0	0	0	0	6	6	0	0	33	176	0
	0	NaN	1	0	0	0	0	117	117	0	0	15	123	0
	0	NaN	1	0	0	0	0	163	163	0	0	34	311	0
	0	NaN	3	0	62	0	34.44947	6	6	0	1	32	147	0
	0	NaN	1	0	0	0	0	19	19	0	0	73	121	0
	0	NaN	1	0	0	0	0	1	1	0	0	-1	25	0
	0	NaN	1	0	0	0	0	2	2	0	0	46	297	0
	0	NaN	1	0	0	0	0	6	6	0	0	20	82	0
	0	NaN	2	0	.0416667	0	-32.97509	32	32	0	1	42	245	0
	0	NaN	1	0	0	0	0	36	36	0	0	166	17788	0
	0	NaN	1	0	0	0	0	0	0	0	0	1	10	0
	0	NaN	11	0	8.404166	0	-22.15676	29	29	0	1	61	266	0
	0	NaN	1	0	0	0	0	51	51	0	0	5	231	0
	0	NaN	4	0	3.694444	0	-1.627371	4	4	0	1	77	151	0
	0	NaN	2	0	.0416667	0	-96.08301	96	96	0	1	88	338	0
	0	NaN	2	0	23.79167	0	-26.24303	38	38	0	1	191	470	0
	0	NaN	1	0	0	0	0	160	160	0	0	155	1178	0
	0	NaN	1	0	0	0	0	2	2	0	0	17	97	0
	0	NaN	1	0	0	0	0	133	133	0	0	178	1074	0
	0	NaN	1	0	0	0	0	0	0	0	0	30	162	0
	0	NaN	1	0	0	0	0	49	49	0	0	147	687	0
	0	NaN	1	0	0	0	0	140	140	0	0	51	166	0
	0	NaN	1	0	0	0	0	15	15	0	0	21	77	0
	0	NaN	1	0	0	0	0	94	94	0	0	82	231	0
	0	NaN	1	0	0	0	0	56	56	0	0	181	599	0
	0	NaN	1	0	0	0	0	35	35	0	0	26	49	0
	0	NaN	1	0	0	0	0	75	75	0	0	166	511	0
	0	NaN	1	0	0	0	0	14	14	0	0	4	66	0
	1	1	1	0	0	0	0	15	15	0	0	70	353	0
	0	NaN	1	0	0	0	0	17	17	0	0	9	40	0
	0	NaN	1	0	0	0	0	148	148	0	0	169	996	0
	0	NaN	1	0	0	0	0	123	123	0	0	165	1084	0
	0	NaN	2	0	16.25	0	-123.6311	131	131	0	1	92	211	0
	0	NaN	1	0	0	0	0	55	55	0	0	73	124	0
	0	NaN	1	0	0	0	0	19	19	0	0	7	22	0
	0	NaN	2	0	1.625	0	-22.31145	23	23	0	1	14	87	0
	0	NaN	1	0	0	0	0	150	150	0	0	167	2036	0
	0	NaN	2	0	12.875	0	-49.72581	56	56	0	1	162	659	0
	0	NaN	1	0	0	0	0	19	19	0	0	155	1451	0
	0	NaN	1	0	0	0	0	31	31	0	0	30	68	0
	0	NaN	1	0	0	0	0	19	19	0	0	38	401	0
	0	NaN	1	0	0	0	0	60	60	0	0	53	85	0
	0	NaN	1	0	0	0	0	102	102	0	0	80	162	0
	0	NaN	1	0	0	0	0	117	117	0	0	91	268	0
	0	NaN	2	0	8.125	0	-32.0831	36	36	0	1	43	122	0
	0	NaN	1	0	0	0	0	167	167	0	0	21	79	0
	1	1	0	0	0	0	0	0	0	0	0	69	123	0
	0	NaN	3	0	59.83333	0	23.78282	16	16	0	1	129	293	0
	0	NaN	1	0	0	0	0	25	25	0	0	-1	1039	0
	0	NaN	1	0	0	0	0	97	97	0	0	0	268	0
	0	NaN	3	0	35.77083	0	-36.11053	59	59	0	1	166	1326	0
	0	NaN	2	0	7.25	0	-100.3697	103	103	0	1	180	910	0
	0	NaN	5	0	17.80208	0	-13.79195	28	28	0	1	4	20	0
	0	NaN	1	0	0	0	0	75	75	0	0	65	92	0
	0	NaN	1	0	0	0	0	94	94	0	0	168	504	0
	0	NaN	1	0	0	0	0	49	49	0	0	22	175	0
	0	NaN	1	0	0	0	0	78	78	0	0	112	253	0
	0	NaN	1	0	0	0	0	36	36	0	0	154	6871	0
	0	NaN	1	0	0	0	0	12	12	0	0	85	163	0
	0	NaN	1	0	0	0	0	118	118	0	0	157	1159	0
	0	NaN	1	0	0	0	0	100	100	0	0	109	293	0
	0	NaN	1	0	0	0	0	168	168	0	0	104	135	0
	0	NaN	1	0	0	0	0	78	78	0	0	38	97	0
	0	NaN	1	0	0	0	0	13	13	0	0	184	1202	0
	0	NaN	1	0	0	0	0	107	107	0	0	98	322	0
	0	NaN	4	0	21.34722	0	-94.9859	110	110	0	1	178	1203	0
	0	NaN	2	0	29.75	0	-7.692454	22	22	0	1	98	374	0
	0	NaN	1	0	0	0	0	83	83	0	0	162	423	0
	0	NaN	1	0	0	0	0	35	35	0	0	80	229	0
	0	NaN	2	0	122.9167	0	24.29477	37	37	0	1	160	1169	0
	0	NaN	1	0	0	0	0	6	6	0	0	18	97	0
	0	NaN	1	0	0	0	0	113	113	0	0	177	2963	0
	0	NaN	1	0	0	0	0	105	105	0	0	141	1084	0
	0	NaN	1	0	0	0	0	171	171	0	0	161	479	0
	0	NaN	1	0	0	0	0	76	76	0	0	46	336	0
	0	NaN	2	0	.0416667	0	-54.73158	54	54	0	1	179	1297	0
	0	NaN	1	0	0	0	0	44	44	0	0	169	439	0
	0	NaN	1	0	0	0	0	0	0	0	0	6	36	0
	0	NaN	1	0	0	0	0	94	94	0	0	88	324	0
	0	NaN	1	0	0	0	0	181	181	0	0	174	2551	0
	0	NaN	1	0	0	0	0	26	26	0	0	48	520	0
	0	NaN	4	0	4.333333	0	-125.7242	128	128	0	1	114	159	0
	0	NaN	2	0	9.041667	0	-50.2469	54	54	0	1	50	449	0
	0	NaN	2	0	3	0	-70.53519	72	72	0	1	85	498	0
	0	NaN	1	0	0	0	0	141	141	0	0	167	600	0
	0	NaN	1	0	0	0	0	149	149	0	0	148	4731	0
	0	NaN	1	0	0	0	0	17	17	0	0	170	3259	0
	0	NaN	1	0	0	0	0	168	168	0	0	42	156	0
	0	NaN	1	0	0	0	0	140	140	0	0	179	1992	0
	0	NaN	1	0	0	0	0	142	142	0	0	39	264	0
	0	NaN	2	0	9.083333	0	-48.34293	52	52	0	1	51	351	0
	0	NaN	1	0	0	0	0	137	137	0	0	166	568	0
	0	NaN	1	0	0	0	0	176	176	0	0	61	493	0
	0	NaN	1	0	0	0	0	5	5	0	0	168	1014	0
	0	NaN	1	0	0	0	0	81	81	0	0	11	12	0
	0	NaN	1	0	0	0	0	87	87	0	0	93	303	0
	0	NaN	1	0	0	0	0	80	80	0	0	159	700	0
	0	NaN	1	0	0	0	0	184	184	0	0	122	1056	0
	0	NaN	2	0	.0416667	0	-179.8302	179	179	0	1	137	291	0
	0	NaN	1	0	0	0	0	47	47	0	0	96	313	0
	0	NaN	1	0	0	0	0	35	35	0	0	96	570	0
	0	NaN	2	0	139.5417	0	66.9169	2	2	0	1	76	368	0
	0	NaN	1	0	0	0	0	20	20	0	0	23	110	0
	0	NaN	1	0	0	0	0	12	12	0	0	60	115	0
	0	NaN	1	0	0	0	0	23	23	0	0	20	159	0
	0	NaN	1	0	0	0	0	0	0	0	0	4	21	0
	0	NaN	1	0	0	0	0	89	89	0	0	169	2263	0
	0	NaN	1	0	0	0	0	172	172	0	0	170	422	0
	0	NaN	1	0	0	0	0	33	33	0	0	26	27	0
	0	NaN	1	0	0	0	0	132	132	0	0	168	2226	0
	0	NaN	1	0	0	0	0	65	65	0	0	24	93	0
	0	NaN	1	0	0	0	0	5	5	0	0	7	91	0
	0	NaN	1	0	0	0	0	125	125	0	0	160	3382	0
	0	NaN	1	0	0	0	0	75	75	0	0	33	99	0
	0	NaN	1	0	0	0	0	11	11	0	0	88	142	0
	0	NaN	1	0	0	0	0	44	44	0	0	138	596	0
